model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,noise_dims,shuffle_label_frac,hidden_layer_dims,n_epochs,learning_rate,verbose,early_stop_thresh,bias,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_entropy,PEN_IRM_L0,PEN_IRM_L1,PEN_IRM_L2,PEN_n_regions,PEN_ACTS_L2,PEN_IRM_entropy,n_parameters,depth,width,kernel_trace,head_norm
relu,0,1000,2048,0,1,True,0,None,2,1000,0.01,0,None,True,0.407,0.24,0.417,0.2444,2.0,286.0,286.0,2.0,769.15,0.0,2.0,286.0,286.0,2.0,769.15,0.0,12.0,1.0,2.0,280.367,1.06
relu,0,1000,2048,0,1,True,0,None,2;2,1000,0.01,0,None,True,0.295,0.206,0.3262,0.2331,4.0,545.5,417.942,5.0,617.835,0.64,2.0,644.0,567.704,3.0,624.026,0.382,18.0,2.0,2.0,1959.358,1.17
relu,0,1000,2048,0,1,True,0,None,2;2;2,1000,0.01,0,None,True,0.299,0.203,0.3271,0.2335,6.0,518.667,370.937,9.0,468.389,0.895,2.0,560.0,510.686,2.0,888.144,0.309,24.0,3.0,2.0,2389.285,1.256
relu,0,1000,2048,0,1,True,0,None,2;2;2;2,1000,0.01,0,None,True,0.354,0.212,0.3838,0.2382,7.0,571.375,442.559,15.0,555.39,0.81,1.0,399.5,399.5,2.0,823.894,0.0,30.0,4.0,2.0,416.09,2.298
relu,0,1000,2048,0,1,True,0,None,2;2;2;2;2;2,1000,0.01,0,None,True,0.357,0.203,0.3916,0.225,12.0,677.25,603.884,16.0,589.725,0.488,2.0,893.0,841.279,3.0,800.753,0.226,42.0,6.0,2.0,2017.15,1.61
relu,0,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,10.0,367.562,316.807,10.0,501.647,0.549,1.0,500.0,500.0,1.0,1000.0,0.0,54.0,8.0,2.0,92.895,0.869
relu,0,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,5.0,474.3,462.298,2.0,707.384,0.119,1.0,500.0,500.0,1.0,1000.0,0.0,66.0,10.0,2.0,164.99,0.722
relu,0,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,17.0,487.708,444.511,10.0,480.943,0.386,0.0,0.0,0.0,1.0,1000.0,nan,78.0,12.0,2.0,0.0,1.141
relu,0,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,17.0,473.267,456.415,6.0,493.883,0.187,2.0,1000.0,1000.0,1.0,1000.0,0.0,96.0,15.0,2.0,129.051,0.401
relu,0,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,22.0,515.225,497.553,5.0,577.162,0.169,2.0,1000.0,1000.0,1.0,1000.0,0.0,126.0,20.0,2.0,1496.842,0.457
relu,0,1000,2048,0,1,True,0,None,3,1000,0.01,0,None,True,0.223,0.167,0.2803,0.2057,3.0,521.333,407.137,7.0,432.13,0.692,3.0,521.333,407.137,7.0,432.13,0.692,17.0,1.0,3.0,6307.677,2.326
relu,0,1000,2048,0,1,True,0,None,3;3,1000,0.01,0,None,True,0.218,0.166,0.2803,0.2105,6.0,590.667,442.054,19.0,407.426,0.906,3.0,533.0,424.298,5.0,563.768,0.637,29.0,2.0,3.0,999.998,3.117
relu,0,1000,2048,0,1,True,0,None,3;3;3,1000,0.01,0,None,True,0.217,0.166,0.2827,0.2118,8.0,585.111,450.803,24.0,301.41,0.905,2.0,453.667,403.325,3.0,637.679,0.365,41.0,3.0,3.0,909.134,2.109
relu,0,1000,2048,0,1,True,0,None,3;3;3;3,1000,0.01,0,None,True,0.224,0.167,0.2871,0.2182,11.0,546.417,409.335,34.0,282.821,1.014,2.0,539.333,487.6,3.0,722.402,0.329,53.0,4.0,3.0,1311.884,1.926
relu,0,1000,2048,0,1,True,0,None,3;3;3;3;3;3,1000,0.01,0,None,True,0.351,0.229,0.3989,0.2624,17.0,455.556,370.35,27.0,483.56,0.702,2.0,665.667,665.167,2.0,997.005,0.006,77.0,6.0,3.0,627.943,2.877
relu,0,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,16.0,308.208,234.308,29.0,305.336,0.939,1.0,333.333,333.333,1.0,1000.0,0.0,101.0,8.0,3.0,2.811,0.847
relu,0,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,15.0,441.467,409.934,8.0,445.28,0.324,2.0,666.667,666.667,1.0,1000.0,0.0,125.0,10.0,3.0,104.987,0.718
relu,0,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.351,0.223,0.3955,0.2487,35.0,498.778,432.61,30.0,422.448,0.527,2.0,591.333,558.291,3.0,807.551,0.22,149.0,12.0,3.0,57074.633,1.529
relu,0,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,18.0,397.511,349.151,31.0,311.65,0.543,0.0,0.0,0.0,1.0,1000.0,nan,185.0,15.0,3.0,0.0,0.971
relu,0,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,42.0,487.9,462.055,31.0,394.241,0.286,0.0,0.0,0.0,1.0,1000.0,nan,245.0,20.0,3.0,0.0,1.185
relu,0,1000,2048,0,1,True,0,None,4,1000,0.01,0,None,True,0.225,0.168,0.2788,0.2056,4.0,535.25,429.211,10.0,424.643,0.66,4.0,535.25,429.211,10.0,424.643,0.66,22.0,1.0,4.0,4313.405,2.501
relu,0,1000,2048,0,1,True,0,None,4;4,1000,0.01,0,None,True,0.223,0.164,0.2827,0.2039,7.0,522.5,387.42,13.0,354.161,0.918,3.0,573.0,525.971,2.0,765.851,0.293,42.0,2.0,4.0,2164.293,1.35
relu,0,1000,2048,0,1,True,0,None,4;4;4,1000,0.01,0,None,True,0.22,0.163,0.293,0.2124,12.0,484.333,332.898,43.0,223.298,1.176,4.0,544.5,433.348,7.0,452.069,0.662,62.0,3.0,4.0,767.729,2.541
relu,0,1000,2048,0,1,True,0,None,4;4;4;4,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,11.0,470.812,367.212,27.0,311.846,0.855,0.0,0.0,0.0,1.0,1000.0,nan,82.0,4.0,4.0,0.0,0.788
relu,0,1000,2048,0,1,True,0,None,4;4;4;4;4;4,1000,0.01,0,None,True,0.344,0.204,0.3926,0.2378,24.0,506.75,404.094,53.0,365.308,0.824,4.0,157.75,126.512,5.0,674.574,0.547,122.0,6.0,4.0,247.799,2.166
relu,0,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.215,0.164,0.293,0.2227,30.0,712.469,627.554,61.0,250.611,0.583,3.0,570.75,522.183,4.0,656.541,0.303,162.0,8.0,4.0,1505.419,1.908
relu,0,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,27.0,396.6,349.926,40.0,276.572,0.565,0.0,0.0,0.0,1.0,1000.0,nan,202.0,10.0,4.0,0.0,1.299
relu,0,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.223,0.17,0.2827,0.2175,44.0,512.542,457.678,55.0,228.679,0.546,1.0,242.25,242.25,2.0,969.496,0.0,242.0,12.0,4.0,2631.145,1.207
relu,0,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,57.0,405.083,368.804,41.0,253.282,0.447,2.0,500.0,500.0,1.0,1000.0,0.0,302.0,15.0,4.0,97.152,1.082
relu,0,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.218,0.173,0.29,0.226,79.0,517.413,450.45,72.0,327.313,0.612,2.0,500.0,500.0,1.0,1000.0,0.0,402.0,20.0,4.0,5067.06,1.141
relu,0,1000,2048,0,1,True,0,None,6,1000,0.01,0,None,True,0.223,0.167,0.2817,0.2059,5.0,406.0,326.036,14.0,398.171,0.717,5.0,406.0,326.036,14.0,398.171,0.717,32.0,1.0,6.0,2947.267,2.604
relu,0,1000,2048,0,1,True,0,None,6;6,1000,0.01,0,None,True,0.214,0.16,0.2847,0.2076,12.0,491.083,343.038,38.0,250.779,1.116,4.0,358.167,277.001,9.0,431.087,0.776,74.0,2.0,6.0,13937.425,1.863
relu,0,1000,2048,0,1,True,0,None,6;6;6,1000,0.01,0,None,True,0.212,0.157,0.29,0.2114,18.0,611.667,483.325,79.0,203.706,0.933,6.0,686.333,611.313,11.0,532.511,0.475,116.0,3.0,6.0,2455.041,2.263
relu,0,1000,2048,0,1,True,0,None,6;6;6;6,1000,0.01,0,None,True,0.357,0.202,0.3857,0.2256,24.0,400.5,305.977,49.0,318.66,0.947,4.0,197.833,186.064,6.0,647.883,0.243,158.0,4.0,6.0,6971.221,2.036
relu,0,1000,2048,0,1,True,0,None,6;6;6;6;6;6,1000,0.01,0,None,True,0.203,0.145,0.3115,0.2332,36.0,550.778,404.234,227.0,142.302,1.197,6.0,552.667,430.235,11.0,516.008,0.788,242.0,6.0,6.0,4720.9,4.236
relu,0,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.209,0.156,0.2832,0.2116,48.0,515.333,441.6,121.0,166.745,0.709,6.0,396.833,354.927,4.0,641.818,0.398,326.0,8.0,6.0,1527.887,2.21
relu,0,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.192,0.154,0.2817,0.2342,59.0,461.9,368.146,203.0,184.905,0.957,5.0,569.333,459.735,5.0,522.586,0.605,410.0,10.0,6.0,1999.846,1.979
relu,0,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.188,0.15,0.2983,0.2317,72.0,538.056,441.461,342.0,124.137,0.924,5.0,532.333,445.612,7.0,561.439,0.599,494.0,12.0,6.0,4256.332,2.436
relu,0,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.193,0.152,0.2881,0.2277,89.0,504.011,435.394,221.0,160.543,0.708,3.0,283.5,207.645,4.0,591.397,0.742,620.0,15.0,6.0,1028.08,1.595
relu,0,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,108.0,429.608,398.648,93.0,238.046,0.384,3.0,500.0,500.0,1.0,1000.0,0.0,830.0,20.0,6.0,31.052,1.573
relu,0,1000,2048,0,1,True,0,None,8,1000,0.01,0,None,True,0.217,0.162,0.2842,0.2063,8.0,428.875,270.473,30.0,285.986,1.265,8.0,428.875,270.473,30.0,285.986,1.265,42.0,1.0,8.0,1772.613,2.748
relu,0,1000,2048,0,1,True,0,None,8;8,1000,0.01,0,None,True,0.218,0.161,0.2944,0.2152,15.0,659.875,521.591,78.0,192.873,0.925,7.0,699.25,599.825,21.0,380.786,0.623,114.0,2.0,8.0,3654.855,3.282
relu,0,1000,2048,0,1,True,0,None,8;8;8,1000,0.01,0,None,True,0.209,0.152,0.2969,0.2296,24.0,519.833,342.7,185.0,129.314,1.398,8.0,549.0,418.285,24.0,326.748,0.907,186.0,3.0,8.0,14296.242,3.658
relu,0,1000,2048,0,1,True,0,None,8;8;8;8,1000,0.01,0,None,True,0.191,0.147,0.3013,0.2296,32.0,487.938,356.738,170.0,136.748,1.188,8.0,644.0,601.701,11.0,643.382,0.308,258.0,4.0,8.0,2159.154,3.206
relu,0,1000,2048,0,1,True,0,None,8;8;8;8;8;8,1000,0.01,0,None,True,0.185,0.136,0.2954,0.2365,48.0,524.625,379.32,327.0,89.129,1.272,8.0,504.875,405.708,15.0,476.611,0.751,402.0,6.0,8.0,3402.245,6.202
relu,0,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,59.0,405.781,351.774,119.0,149.325,0.663,3.0,750.0,750.0,1.0,1000.0,0.0,546.0,8.0,8.0,9.756,1.463
relu,0,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.208,0.15,0.2915,0.2169,79.0,461.463,380.925,304.0,104.68,0.896,7.0,572.125,538.877,6.0,686.823,0.269,690.0,10.0,8.0,4725.12,1.535
relu,0,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.205,0.153,0.2954,0.2261,92.0,460.542,387.595,278.0,125.968,0.797,4.0,277.875,254.625,3.0,763.954,0.319,834.0,12.0,8.0,3304.166,2.27
relu,0,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,97.0,349.742,315.294,132.0,158.764,0.532,1.0,125.0,125.0,1.0,1000.0,0.0,1050.0,15.0,8.0,20.306,1.16
relu,0,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.178,0.145,0.3081,0.2401,158.0,481.15,390.625,536.0,72.153,0.962,6.0,346.625,280.863,4.0,605.222,0.589,1410.0,20.0,8.0,3290.723,1.374
relu,0,1000,2048,0,1,True,0,None,12,1000,0.01,0,None,True,0.22,0.163,0.2886,0.2093,12.0,555.417,383.947,50.0,221.757,1.156,12.0,555.417,383.947,50.0,221.757,1.156,62.0,1.0,12.0,3013.317,2.995
relu,0,1000,2048,0,1,True,0,None,12;12,1000,0.01,0,None,True,0.213,0.152,0.2949,0.2254,24.0,492.625,316.864,156.0,147.547,1.387,12.0,489.167,343.575,59.0,241.748,1.134,218.0,2.0,12.0,2359.084,3.744
relu,0,1000,2048,0,1,True,0,None,12;12;12,1000,0.01,0,None,True,0.217,0.157,0.2944,0.2223,35.0,505.5,390.27,153.0,155.602,1.037,12.0,506.083,436.061,25.0,398.153,0.616,374.0,3.0,12.0,2794.483,3.283
relu,0,1000,2048,0,1,True,0,None,12;12;12;12,1000,0.01,0,None,True,0.191,0.148,0.3022,0.2377,47.0,456.646,328.397,272.0,107.303,1.261,10.0,425.667,365.621,15.0,459.4,0.592,530.0,4.0,12.0,3527.233,2.634
relu,0,1000,2048,0,1,True,0,None,12;12;12;12;12;12,1000,0.01,0,None,True,0.191,0.141,0.3145,0.2488,72.0,501.931,401.218,418.0,79.737,1.037,11.0,473.833,404.29,23.0,471.712,0.628,842.0,6.0,12.0,1366.873,4.921
relu,0,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.142,0.107,0.3149,0.2699,96.0,493.271,361.82,611.0,56.249,1.319,12.0,542.083,420.217,36.0,347.471,0.904,1154.0,8.0,12.0,1668.132,3.168
relu,0,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.177,0.127,0.3086,0.2402,118.0,503.008,408.175,603.0,54.717,1.022,10.0,526.25,493.51,8.0,739.75,0.278,1466.0,10.0,12.0,21308.742,1.396
relu,0,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.179,0.123,0.3008,0.2427,143.0,473.111,374.077,578.0,59.042,1.077,12.0,711.25,649.639,17.0,607.48,0.409,1778.0,12.0,12.0,5860.219,3.572
relu,0,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.196,0.143,0.2954,0.2368,179.0,433.2,343.557,654.0,52.574,1.065,12.0,658.167,602.478,9.0,657.316,0.37,2246.0,15.0,12.0,5731.101,1.618
relu,0,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.212,0.157,0.2866,0.2122,239.0,392.429,314.481,567.0,74.31,1.005,11.0,246.167,177.202,9.0,578.389,0.847,3026.0,20.0,12.0,5138.36,1.228
relu,0,1000,2048,0,1,True,0,None,16,1000,0.01,0,None,True,0.219,0.163,0.2886,0.2112,16.0,458.188,281.879,68.0,221.382,1.369,16.0,458.188,281.879,68.0,221.382,1.369,82.0,1.0,16.0,1092.196,3.075
relu,0,1000,2048,0,1,True,0,None,16;16,1000,0.01,0,None,True,0.202,0.15,0.2974,0.2245,30.0,473.0,324.54,213.0,123.661,1.31,14.0,530.625,406.403,84.0,226.729,0.99,354.0,2.0,16.0,4650.908,4.307
relu,0,1000,2048,0,1,True,0,None,16;16;16,1000,0.01,0,None,True,0.173,0.13,0.3066,0.2407,48.0,533.792,387.717,324.0,99.9,1.236,16.0,618.438,496.014,69.0,258.959,0.861,626.0,3.0,16.0,8442.952,9.469
relu,0,1000,2048,0,1,True,0,None,16;16;16;16,1000,0.01,0,None,True,0.165,0.124,0.3057,0.2427,60.0,469.484,362.794,309.0,86.371,1.099,11.0,409.688,391.289,7.0,661.992,0.217,898.0,4.0,16.0,4894.957,2.971
relu,0,1000,2048,0,1,True,0,None,16;16;16;16;16;16,1000,0.01,0,None,True,0.14,0.104,0.3242,0.272,96.0,467.729,330.144,561.0,61.286,1.374,14.0,429.438,368.423,20.0,429.034,0.593,1442.0,6.0,16.0,7021.784,3.665
relu,0,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.166,0.129,0.3062,0.2592,125.0,428.539,324.603,504.0,69.886,1.168,12.0,389.938,316.524,12.0,397.019,0.728,1986.0,8.0,16.0,5714.922,2.427
relu,0,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.15,0.103,0.3223,0.2652,160.0,459.975,345.981,787.0,41.012,1.308,14.0,273.875,205.222,21.0,326.307,0.912,2530.0,10.0,16.0,22126.652,1.893
relu,0,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.186,0.136,0.3203,0.248,190.0,468.688,386.322,747.0,42.802,1.003,13.0,478.312,434.702,16.0,533.363,0.421,3074.0,12.0,16.0,7793.369,1.436
relu,0,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.183,0.14,0.2949,0.2437,240.0,431.35,322.862,802.0,41.473,1.278,16.0,416.5,308.733,16.0,496.54,0.879,3890.0,15.0,16.0,12440.453,1.668
relu,0,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.188,0.155,0.292,0.2497,320.0,367.184,273.888,733.0,46.303,1.214,13.0,338.312,239.17,17.0,516.347,0.917,5250.0,20.0,16.0,2937.62,1.445
relu,0,1000,2048,0,1,True,0,None,24,1000,0.01,0,None,True,0.215,0.158,0.2896,0.205,24.0,446.625,285.368,76.0,231.041,1.27,24.0,446.625,285.368,76.0,231.041,1.27,122.0,1.0,24.0,1359.674,4.013
relu,0,1000,2048,0,1,True,0,None,24;24,1000,0.01,0,None,True,0.199,0.147,0.3037,0.2326,48.0,555.813,390.956,326.0,89.129,1.305,24.0,542.208,409.168,117.0,169.352,1.066,722.0,2.0,24.0,6026.263,5.704
relu,0,1000,2048,0,1,True,0,None,24;24;24,1000,0.01,0,None,True,0.181,0.129,0.3188,0.2533,71.0,552.861,409.018,413.0,74.122,1.182,23.0,580.833,482.14,63.0,331.391,0.745,1322.0,3.0,24.0,7890.419,5.019
relu,0,1000,2048,0,1,True,0,None,24;24;24;24,1000,0.01,0,None,True,0.169,0.122,0.3218,0.254,95.0,568.146,471.679,503.0,61.303,0.926,24.0,633.5,584.06,44.0,342.225,0.416,1922.0,4.0,24.0,2009.02,6.321
relu,0,1000,2048,0,1,True,0,None,24;24;24;24;24;24,1000,0.01,0,None,True,0.141,0.096,0.3481,0.2794,143.0,435.958,327.431,742.0,45.1,1.323,23.0,479.167,390.202,115.0,223.177,0.84,3122.0,6.0,24.0,2179.719,4.109
relu,0,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.185,0.125,0.3096,0.256,192.0,375.125,246.627,848.0,39.345,1.692,24.0,467.75,364.385,87.0,233.713,0.935,4322.0,8.0,24.0,5043.103,3.001
relu,0,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.145,0.108,0.3257,0.2775,240.0,414.567,288.504,867.0,36.878,1.566,24.0,456.333,355.81,65.0,323.818,0.873,5522.0,10.0,24.0,3198.487,2.058
relu,0,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.135,0.104,0.334,0.2873,285.0,356.788,235.011,878.0,37.709,1.7,20.0,306.542,216.385,34.0,577.325,0.876,6722.0,12.0,24.0,2981.505,1.437
relu,0,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.151,0.113,0.3213,0.2637,356.0,331.133,246.344,856.0,37.47,1.343,19.0,300.958,241.109,15.0,402.462,0.729,8522.0,15.0,24.0,11226.275,1.362
relu,0,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.17,0.124,0.3154,0.2585,479.0,316.817,222.129,892.0,36.028,1.423,23.0,173.792,125.886,9.0,624.218,0.797,11522.0,20.0,24.0,20228.619,1.197
relu,0,1000,2048,0,1,True,0,None,32,1000,0.01,0,None,True,0.214,0.161,0.2744,0.2044,32.0,473.438,303.554,128.0,183.412,1.318,32.0,473.438,303.554,128.0,183.412,1.318,162.0,1.0,32.0,1093.556,4.155
relu,0,1000,2048,0,1,True,0,None,32;32,1000,0.01,0,None,True,0.196,0.146,0.2959,0.2303,64.0,505.406,366.164,387.0,79.687,1.246,30.0,490.719,375.375,156.0,152.827,1.054,1218.0,2.0,32.0,2678.81,4.611
relu,0,1000,2048,0,1,True,0,None,32;32;32,1000,0.01,0,None,True,0.157,0.113,0.3125,0.2579,94.0,450.125,321.49,506.0,68.659,1.303,30.0,436.156,351.474,99.0,238.353,0.874,2274.0,3.0,32.0,7680.326,5.974
relu,0,1000,2048,0,1,True,0,None,32;32;32;32,1000,0.01,0,None,True,0.19,0.145,0.3286,0.2738,128.0,474.344,362.432,661.0,49.538,1.205,32.0,474.312,405.292,134.0,199.168,0.735,3330.0,4.0,32.0,2242.221,5.279
relu,0,1000,2048,0,1,True,0,None,32;32;32;32;32;32,1000,0.01,0,None,True,0.114,0.082,0.3418,0.3006,192.0,419.307,284.279,842.0,38.626,1.577,32.0,446.562,320.025,195.0,134.618,1.189,5442.0,6.0,32.0,5529.22,3.693
relu,0,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.127,0.096,0.3188,0.2831,256.0,369.898,250.016,860.0,37.656,1.637,32.0,440.813,330.172,180.0,174.184,1.095,7554.0,8.0,32.0,2082.871,3.007
relu,0,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.095,0.072,0.3223,0.2989,320.0,343.575,211.164,926.0,34.641,1.904,32.0,371.438,258.282,106.0,307.067,1.096,9666.0,10.0,32.0,10868.832,1.999
relu,0,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.161,0.106,0.3354,0.2606,382.0,323.68,202.366,946.0,33.705,1.873,28.0,315.25,233.685,44.0,341.693,0.981,11778.0,12.0,32.0,9380.664,1.399
relu,0,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.159,0.114,0.3081,0.2489,478.0,277.048,166.002,915.0,35.525,1.855,28.0,230.344,158.03,15.0,519.13,0.914,14946.0,15.0,32.0,11587.555,1.166
relu,0,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.164,0.121,0.3257,0.261,630.0,261.93,183.946,915.0,35.468,1.581,21.0,272.625,237.944,10.0,385.126,0.563,20226.0,20.0,32.0,28480.217,1.493
relu,0,1000,2048,0,1,True,0,None,48,1000,0.01,0,None,True,0.215,0.159,0.2954,0.2177,48.0,452.167,287.533,188.0,140.805,1.384,48.0,452.167,287.533,188.0,140.805,1.384,242.0,1.0,48.0,1485.913,5.08
relu,0,1000,2048,0,1,True,0,None,48;48,1000,0.01,0,None,True,0.181,0.131,0.2993,0.241,95.0,458.688,325.97,505.0,63.087,1.314,47.0,397.312,278.341,214.0,160.037,1.256,2594.0,2.0,48.0,3354.01,8.257
relu,0,1000,2048,0,1,True,0,None,48;48;48,1000,0.01,0,None,True,0.156,0.113,0.3091,0.249,141.0,507.264,371.533,710.0,46.152,1.291,45.0,475.479,376.158,211.0,127.992,0.998,4946.0,3.0,48.0,4735.217,4.715
relu,0,1000,2048,0,1,True,0,None,48;48;48;48,1000,0.01,0,None,True,0.128,0.093,0.3223,0.2735,191.0,432.979,302.883,773.0,42.591,1.448,45.0,476.25,356.972,256.0,194.54,1.141,7298.0,4.0,48.0,2196.012,3.789
relu,0,1000,2048,0,1,True,0,None,48;48;48;48;48;48,1000,0.01,0,None,True,0.11,0.086,0.3174,0.2927,286.0,343.632,209.435,951.0,33.196,1.97,46.0,490.625,381.407,366.0,116.034,1.039,12002.0,6.0,48.0,3326.637,4.399
relu,0,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.065,0.044,0.3433,0.3188,383.0,283.258,154.935,963.0,33.166,2.261,47.0,392.917,290.941,234.0,169.965,1.085,16706.0,8.0,48.0,1399.781,2.576
relu,0,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.08,0.059,0.3311,0.311,474.0,237.163,121.522,979.0,32.311,2.421,44.0,202.979,140.202,90.0,305.944,1.178,21410.0,10.0,48.0,15937.071,1.364
relu,0,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.127,0.094,0.3242,0.2803,576.0,234.531,126.606,959.0,32.985,2.249,44.0,229.688,164.594,48.0,238.181,1.048,26114.0,12.0,48.0,6540.737,1.437
relu,0,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.183,0.133,0.3037,0.2457,717.0,239.742,150.258,940.0,34.029,1.858,45.0,238.833,160.61,34.0,339.797,1.142,33170.0,15.0,48.0,35487.816,1.287
relu,0,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.18,0.13,0.3105,0.2496,957.0,203.812,127.246,883.0,37.094,1.683,45.0,185.396,125.358,26.0,431.057,1.009,44930.0,20.0,48.0,18211.594,1.166
