Architecture,run,n_parameters,01_error-train,loss-train,regions-full-0/1-train,h*-full-0/1-train,Schatten1-full-0/1-train,regions-pen-0/1-train,h*-pen-0/1-train,Schatten1-pen-0/1-train,regions-full-true_label-train,h*-full-true_label-train,Schatten1-full-true_label-train,regions-pen-true_label-train,h*-pen-true_label-train,Schatten1-pen-true_label-train,regions-full-est_label-train,h*-full-est_label-train,Schatten1-full-est_label-train,regions-pen-est_label-train,h*-pen-est_label-train,Schatten1-pen-est_label-train,regions-full-est_proba-train,h*-full-est_proba-train,Schatten1-full-est_proba-train,regions-pen-est_proba-train,h*-pen-est_proba-train,Schatten1-pen-est_proba-train,01_error-test,loss-test,regions-full-0/1-test,h*-full-0/1-test,Schatten1-full-0/1-test,regions-pen-0/1-test,h*-pen-0/1-test,Schatten1-pen-0/1-test,regions-full-true_label-test,h*-full-true_label-test,Schatten1-full-true_label-test,regions-pen-true_label-test,h*-pen-true_label-test,Schatten1-pen-true_label-test,regions-full-est_label-test,h*-full-est_label-test,Schatten1-full-est_label-test,regions-pen-est_label-test,h*-pen-est_label-test,Schatten1-pen-est_label-test,regions-full-est_proba-test,h*-full-est_proba-test,Schatten1-full-est_proba-test,regions-pen-est_proba-test,h*-pen-est_proba-test,Schatten1-pen-est_proba-test,01_error-ood_22,loss-ood_22,regions-full-0/1-ood_22,h*-full-0/1-ood_22,Schatten1-full-0/1-ood_22,regions-pen-0/1-ood_22,h*-pen-0/1-ood_22,Schatten1-pen-0/1-ood_22,regions-full-true_label-ood_22,h*-full-true_label-ood_22,Schatten1-full-true_label-ood_22,regions-pen-true_label-ood_22,h*-pen-true_label-ood_22,Schatten1-pen-true_label-ood_22,regions-full-est_label-ood_22,h*-full-est_label-ood_22,Schatten1-full-est_label-ood_22,regions-pen-est_label-ood_22,h*-pen-est_label-ood_22,Schatten1-pen-est_label-ood_22,regions-full-est_proba-ood_22,h*-full-est_proba-ood_22,Schatten1-full-est_proba-ood_22,regions-pen-est_proba-ood_22,h*-pen-est_proba-ood_22,Schatten1-pen-est_proba-ood_22,01_error-ood_45,loss-ood_45,regions-full-0/1-ood_45,h*-full-0/1-ood_45,Schatten1-full-0/1-ood_45,regions-pen-0/1-ood_45,h*-pen-0/1-ood_45,Schatten1-pen-0/1-ood_45,regions-full-true_label-ood_45,h*-full-true_label-ood_45,Schatten1-full-true_label-ood_45,regions-pen-true_label-ood_45,h*-pen-true_label-ood_45,Schatten1-pen-true_label-ood_45,regions-full-est_label-ood_45,h*-full-est_label-ood_45,Schatten1-full-est_label-ood_45,regions-pen-est_label-ood_45,h*-pen-est_label-ood_45,Schatten1-pen-est_label-ood_45,regions-full-est_proba-ood_45,h*-full-est_proba-ood_45,Schatten1-full-est_proba-ood_45,regions-pen-est_proba-ood_45,h*-pen-est_proba-ood_45,Schatten1-pen-est_proba-ood_45
width,0,1471,0.22799999999999998,0.439417,446,0.446,614.0903144916559,1000,1.0,1000.0,446,0.446,614.0903144916559,1000,1.0,1000.0,446,0.446,614.0903144916559,1000,1.0,1000.0,446,0.4040836972742857,351.20544042643945,1000,0.6333066798769037,533.357617855072,0.32299999999999995,0.79163545,443,0.443,611.5735768973286,1000,1.0,1000.0,443,0.443,611.5735768973286,1000,1.0,1000.0,443,0.443,611.5735768973286,1000,1.0,1000.0,443,0.4004530733304666,356.2467177112061,1000,0.6449445982521892,545.8705703020096,0.381,0.9703592,431,0.431,602.4077938480858,1000,1.0,1000.0,431,0.431,602.4077938480858,1000,1.0,1000.0,431,0.431,602.4077938480858,1000,1.0,1000.0,431,0.3853250499201955,335.19384946496814,1000,0.6150338937023613,509.7815082669258,0.516,1.3994704,418,0.418,588.9049719640033,1000,1.0,1000.0,418,0.418,588.9049719640033,1000,1.0,1000.0,418,0.418,588.9049719640033,1000,1.0,1000.0,418,0.3696445023092975,319.85762528990534,1000,0.5999147366036227,496.9546467065811
width,0,1607,0.21999999999999997,0.43524924,415,0.415,588.6728710933771,1000,1.0,1000.0,415,0.415,588.6728710933771,1000,1.0,1000.0,415,0.415,588.6728710933771,1000,1.0,1000.0,415,0.38070966412402646,334.7894485231199,1000,0.6319821731875293,526.7651363015175,0.30500000000000005,0.94714147,405,0.405,580.965241993119,1000,1.0,1000.0,405,0.405,580.965241993119,1000,1.0,1000.0,405,0.405,580.965241993119,1000,1.0,1000.0,405,0.36534948788988314,325.98427185951056,1000,0.6397155030779663,535.6911647319794,0.361,1.0794328,378,0.378,558.3417426609097,1000,1.0,1000.0,378,0.378,558.3417426609097,1000,1.0,1000.0,378,0.378,558.3417426609097,1000,1.0,1000.0,378,0.35177687610860303,307.38726784477984,1000,0.6124926334537079,502.79910403490067,0.495,1.5073774,382,0.382,561.4376672870429,1000,1.0,1000.0,382,0.382,561.4376672870429,1000,1.0,1000.0,382,0.382,561.4376672870429,1000,1.0,1000.0,382,0.35037541036811115,297.574582627722,1000,0.5961793246663908,484.79585111141205
width,0,1749,0.21999999999999997,0.42885983,503,0.503,656.2960082672614,1000,1.0,1000.0,503,0.503,656.2960082672614,1000,1.0,1000.0,503,0.503,656.2960082672614,1000,1.0,1000.0,503,0.45108590890655165,380.8990773539274,1000,0.6556415330799076,578.1573396325111,0.31599999999999995,0.74031496,493,0.493,650.0350565238703,1000,1.0,1000.0,493,0.493,650.0350565238703,1000,1.0,1000.0,493,0.493,650.0350565238703,1000,1.0,1000.0,493,0.4430780928352046,376.28830845726867,1000,0.6615957370905281,583.9108557701111,0.359,0.8568485,497,0.497,652.2326892767037,1000,1.0,1000.0,497,0.497,652.2326892767037,1000,1.0,1000.0,497,0.497,652.2326892767037,1000,1.0,1000.0,497,0.4413365978637447,366.43781031009684,1000,0.6377801919944006,555.7112550735474,0.522,1.3431135,485,0.485,641.8345219716398,1000,1.0,1000.0,485,0.485,641.8345219716398,1000,1.0,1000.0,485,0.485,641.8345219716398,1000,1.0,1000.0,485,0.43104239645354947,354.6851381856208,1000,0.6213768778468872,537.2438045740128
width,0,1897,0.20099999999999996,0.42490563,488,0.488,647.1413364263069,1000,1.0,1000.0,488,0.488,647.1413364263069,1000,1.0,1000.0,488,0.488,647.1413364263069,1000,1.0,1000.0,488,0.44239871898519817,374.2910979062569,1000,0.6467131149846705,566.1625692248344,0.29300000000000004,0.753004,481,0.481,639.1607407410252,1000,1.0,1000.0,481,0.481,639.1607407410252,1000,1.0,1000.0,481,0.481,639.1607407410252,1000,1.0,1000.0,481,0.435589959763163,369.923115399806,1000,0.6478010100590584,572.4616543650627,0.364,0.84007764,495,0.495,653.9782850910826,1000,1.0,1000.0,495,0.495,653.9782850910826,1000,1.0,1000.0,495,0.495,653.9782850910826,1000,1.0,1000.0,495,0.4362825258608378,364.12285959387214,1000,0.6278198665251843,543.9005029797554,0.515,1.1873072,485,0.485,645.1420604169621,1000,1.0,1000.0,485,0.485,645.1420604169621,1000,1.0,1000.0,485,0.485,645.1420604169621,1000,1.0,1000.0,485,0.4328618575296367,356.9311226729457,1000,0.6217471561431908,540.9515228867531
width,0,2051,0.23099999999999998,0.45123518,458,0.458,619.5400639958281,1000,1.0,1000.0,458,0.458,619.5400639958281,1000,1.0,1000.0,458,0.458,619.5400639958281,1000,1.0,1000.0,458,0.4095976063680216,336.90021203129334,1000,0.6164029008290001,526.1229948997498,0.30600000000000005,0.61524063,443,0.443,614.3812639914667,1000,1.0,1000.0,443,0.443,614.3812639914667,1000,1.0,1000.0,443,0.443,614.3812639914667,1000,1.0,1000.0,443,0.3983391982160332,335.0417096788885,1000,0.6193906659723866,531.3450244069099,0.34199999999999997,0.7712807,437,0.437,604.4269384274824,1000,1.0,1000.0,437,0.437,604.4269384274824,1000,1.0,1000.0,437,0.437,604.4269384274824,1000,1.0,1000.0,437,0.3843578996778871,323.0427968095869,1000,0.5991118142205383,505.00863122940063,0.507,1.1324519,426,0.426,600.2770733602741,1000,1.0,1000.0,426,0.426,600.2770733602741,1000,1.0,1000.0,426,0.426,600.2770733602741,1000,1.0,1000.0,426,0.3832392490794911,312.47411359455174,1000,0.5796207097032592,485.54737985134125
width,0,2211,0.21999999999999997,0.4342254,479,0.479,639.0295171128726,1000,1.0,1000.0,479,0.479,639.0295171128726,1000,1.0,1000.0,479,0.479,639.0295171128726,1000,1.0,1000.0,479,0.43894907340406264,372.0622041679628,1000,0.64310430356259,556.3385622501373,0.30400000000000005,0.6871652,464,0.464,624.8101203570554,1000,1.0,1000.0,464,0.464,624.8101203570554,1000,1.0,1000.0,464,0.464,624.8101203570554,1000,1.0,1000.0,464,0.41690432162154023,350.7125453515599,1000,0.6370854465677156,550.1267156600952,0.347,0.8754724,456,0.456,613.465839859172,1000,1.0,1000.0,456,0.456,613.465839859172,1000,1.0,1000.0,456,0.456,613.465839859172,1000,1.0,1000.0,456,0.4186144836417519,344.3480973875321,1000,0.6163595334947743,524.3749250769615,0.502,1.260082,422,0.422,589.9637911534709,1000,1.0,1000.0,422,0.422,589.9637911534709,1000,1.0,1000.0,422,0.422,589.9637911534709,1000,1.0,1000.0,422,0.384098846500854,318.5907299828633,1000,0.604324624938453,513.4674646854401
width,0,2377,0.22199999999999998,0.40791982,534,0.534,687.2355077477174,1000,1.0,1000.0,534,0.534,687.2355077477174,1000,1.0,1000.0,534,0.534,687.2355077477174,1000,1.0,1000.0,534,0.46043801679391455,390.2879805659345,1000,0.6527276123382046,555.7194641828537,0.30500000000000005,0.80616564,525,0.525,680.1998192089814,1000,1.0,1000.0,525,0.525,680.1998192089814,1000,1.0,1000.0,525,0.525,680.1998192089814,1000,1.0,1000.0,525,0.447316385101462,382.86484838519,1000,0.660315373373112,562.7142301797867,0.36,0.9924246,531,0.531,678.2937528750729,1000,1.0,1000.0,531,0.531,678.2937528750729,1000,1.0,1000.0,531,0.531,678.2937528750729,1000,1.0,1000.0,531,0.4478855466709176,374.3402271022414,1000,0.6368435178189299,531.9653806686401,0.482,1.446808,511,0.511,666.6934833397632,1000,1.0,1000.0,511,0.511,666.6934833397632,1000,1.0,1000.0,511,0.511,666.6934833397632,1000,1.0,1000.0,511,0.4283381923740003,357.04578237096257,1000,0.6249185664262924,521.9006427526474
width,0,2549,0.22399999999999998,0.41431713,621,0.621,750.8253189992008,1000,1.0,1000.0,621,0.621,750.8253189992008,1000,1.0,1000.0,621,0.621,750.8253189992008,1000,1.0,1000.0,621,0.5585328624354731,472.6218418135303,1000,0.6867482787763489,604.4969926476479,0.346,1.1769551,594,0.594,731.6841910846381,1000,1.0,1000.0,594,0.594,731.6841910846381,1000,1.0,1000.0,594,0.594,731.6841910846381,1000,1.0,1000.0,594,0.5399261441193273,463.8802497321902,1000,0.6961657666771128,615.6315206289291,0.385,1.5252533,589,0.589,726.9902126730753,1000,1.0,1000.0,589,0.589,726.9902126730753,1000,1.0,1000.0,589,0.589,726.9902126730753,1000,1.0,1000.0,589,0.5289293577843652,449.7628638338342,1000,0.677960436255297,598.0523311495781,0.503,2.391825,605,0.605,742.2556729696884,1000,1.0,1000.0,605,0.605,742.2556729696884,1000,1.0,1000.0,605,0.605,742.2556729696884,1000,1.0,1000.0,605,0.5491259578584575,458.02364449124866,1000,0.6709699040290972,584.0208893418312
width,0,2727,0.20399999999999996,0.40278828,594,0.594,725.516882151614,1000,1.0,1000.0,594,0.594,725.516882151614,1000,1.0,1000.0,594,0.594,725.516882151614,1000,1.0,1000.0,594,0.5429585364889673,447.37099744379,1000,0.6746230237211789,593.7511555552483,0.31799999999999995,0.79768133,608,0.608,738.8062508044397,1000,1.0,1000.0,608,0.608,738.8062508044397,1000,1.0,1000.0,608,0.608,738.8062508044397,1000,1.0,1000.0,608,0.55024752471436,457.81417017378925,1000,0.6838539028251008,602.9121829867363,0.33699999999999997,0.9073964,590,0.59,723.0838048422543,1000,1.0,1000.0,590,0.59,723.0838048422543,1000,1.0,1000.0,590,0.59,723.0838048422543,1000,1.0,1000.0,590,0.5421535595946922,441.8852556550521,1000,0.6604026921023273,578.053819835186,0.491,1.2864879,589,0.589,722.6188476301562,1000,1.0,1000.0,589,0.589,722.6188476301562,1000,1.0,1000.0,589,0.589,722.6188476301562,1000,1.0,1000.0,589,0.5328807999101206,434.3147149807995,1000,0.6502761612568234,569.6710031032562
width,0,2911,0.18400000000000005,0.38887802,693,0.693,800.9924376984388,1000,1.0,1000.0,693,0.693,800.9924376984388,1000,1.0,1000.0,693,0.693,800.9924376984388,1000,1.0,1000.0,693,0.6133272078981001,507.20031662060165,1000,0.6968512932561233,619.3271448016167,0.29800000000000004,0.9675781,687,0.687,799.0033864529557,1000,1.0,1000.0,687,0.687,799.0033864529557,1000,1.0,1000.0,687,0.687,799.0033864529557,1000,1.0,1000.0,687,0.6129517947200241,513.5952424519899,1000,0.7039324018295794,630.2271186113358,0.344,1.0982633,692,0.692,801.8499151310275,1000,1.0,1000.0,692,0.692,801.8499151310275,1000,1.0,1000.0,692,0.692,801.8499151310275,1000,1.0,1000.0,692,0.6137346203999074,497.19860711335576,1000,0.6790102726437233,600.4790796637535,0.489,1.6314431,671,0.671,783.3282675226267,1000,1.0,1000.0,671,0.671,783.3282675226267,1000,1.0,1000.0,671,0.671,783.3282675226267,1000,1.0,1000.0,671,0.5914657350945495,479.708874351397,1000,0.6686060212493805,591.7035930752754
width,0,3101,0.18899999999999995,0.36181945,719,0.719,822.2467003441568,1000,1.0,1000.0,719,0.719,822.2467003441568,1000,1.0,1000.0,719,0.719,822.2467003441568,1000,1.0,1000.0,719,0.6155203136336922,513.3199419063812,1000,0.6975907536778488,613.0517117381096,0.30600000000000005,1.3981545,686,0.686,795.0878041460753,1000,1.0,1000.0,686,0.686,795.0878041460753,1000,1.0,1000.0,686,0.686,795.0878041460753,1000,1.0,1000.0,686,0.59381408892489,504.2555251052348,1000,0.7103122487107728,627.4307463169098,0.377,1.700637,674,0.674,789.0805920849209,1000,1.0,1000.0,674,0.674,789.0805920849209,1000,1.0,1000.0,674,0.674,789.0805920849209,1000,1.0,1000.0,674,0.588572364053,489.49645998758484,1000,0.6881197534596968,599.0086230635643,0.504,2.6170151,693,0.693,801.9033606866435,1000,1.0,1000.0,693,0.693,801.9033606866435,1000,1.0,1000.0,693,0.693,801.9033606866435,1000,1.0,1000.0,693,0.5905292142118757,479.6083491144726,1000,0.6662635275270322,575.6808812618256
width,0,3297,0.17500000000000004,0.3901778,672,0.672,781.950150017137,1000,1.0,1000.0,672,0.672,781.950150017137,1000,1.0,1000.0,672,0.672,781.950150017137,1000,1.0,1000.0,672,0.5786348667796107,479.9546370212359,1000,0.6987149331869335,628.0710354447365,0.30600000000000005,0.8163734,685,0.685,793.4371383119344,1000,1.0,1000.0,685,0.685,793.4371383119344,1000,1.0,1000.0,685,0.685,793.4371383119344,1000,1.0,1000.0,685,0.5759706402920934,481.6428721543944,1000,0.6948701804513383,621.4703603386879,0.37,0.93575305,666,0.666,778.1855405100871,1000,1.0,1000.0,666,0.666,778.1855405100871,1000,1.0,1000.0,666,0.666,778.1855405100871,1000,1.0,1000.0,666,0.5624916001946688,464.37889415533044,1000,0.6813334173735794,603.2309027910233,0.519,1.3454484,663,0.663,777.4633079938787,1000,1.0,1000.0,663,0.663,777.4633079938787,1000,1.0,1000.0,663,0.663,777.4633079938787,1000,1.0,1000.0,663,0.5704343689558712,464.2718981823601,1000,0.6722554638255449,595.588041305542
width,0,3499,0.18700000000000006,0.3710761,722,0.722,821.4139387742064,1000,1.0,1000.0,722,0.722,821.4139387742064,1000,1.0,1000.0,722,0.722,821.4139387742064,1000,1.0,1000.0,722,0.6260675173091563,516.9076620190536,1000,0.6962794973680443,610.0176716446877,0.33199999999999996,0.86403894,714,0.714,819.0688325187344,1000,1.0,1000.0,714,0.714,819.0688325187344,1000,1.0,1000.0,714,0.714,819.0688325187344,1000,1.0,1000.0,714,0.6308180929426268,523.5265039325984,1000,0.706765226838479,624.2401706576347,0.371,1.0906966,691,0.691,798.7654895014582,1000,1.0,1000.0,691,0.691,798.7654895014582,1000,1.0,1000.0,691,0.691,798.7654895014582,1000,1.0,1000.0,691,0.5957189175700232,486.8429990417443,1000,0.677996986173873,588.2878603935242,0.523,1.710945,710,0.71,811.812933552277,1000,1.0,1000.0,710,0.71,811.812933552277,1000,1.0,1000.0,710,0.71,811.812933552277,1000,1.0,1000.0,710,0.6032142791133581,490.9338613658613,1000,0.6734025778106734,584.3253874778748
width,0,3707,0.19199999999999995,0.39543286,757,0.757,845.5427566502976,1000,1.0,1000.0,757,0.757,845.5427566502976,1000,1.0,1000.0,757,0.757,845.5427566502976,1000,1.0,1000.0,757,0.6466688095638751,527.2596318778785,1000,0.6964811330104586,615.1178810596466,0.28800000000000003,0.77067053,768,0.768,853.4389338129413,1000,1.0,1000.0,768,0.768,853.4389338129413,1000,1.0,1000.0,768,0.768,853.4389338129413,1000,1.0,1000.0,768,0.6615453302804577,543.287752985453,1000,0.706924840525802,629.4356998801231,0.375,1.0756227,747,0.747,840.0045605690484,1000,1.0,1000.0,747,0.747,840.0045605690484,1000,1.0,1000.0,747,0.747,840.0045605690484,1000,1.0,1000.0,747,0.6338274917368769,510.7345433871663,1000,0.6774491964377454,590.5851809382439,0.5389999999999999,1.6460731,740,0.74,835.9742044951354,1000,1.0,1000.0,740,0.74,835.9742044951354,1000,1.0,1000.0,740,0.74,835.9742044951354,1000,1.0,1000.0,740,0.6326732762945715,511.0323004032868,1000,0.6744500004926909,591.1125371456146
width,0,3921,0.20699999999999996,0.39398593,688,0.688,794.9341011406628,1000,1.0,1000.0,688,0.688,794.9341011406628,1000,1.0,1000.0,688,0.688,794.9341011406628,1000,1.0,1000.0,688,0.605893893667064,493.5149722538461,1000,0.6773965661883387,591.8226084113121,0.31999999999999995,0.84908724,675,0.675,788.7991000694576,1000,1.0,1000.0,675,0.675,788.7991000694576,1000,1.0,1000.0,675,0.675,788.7991000694576,1000,1.0,1000.0,675,0.5933555334983348,499.25360523699663,1000,0.6984233067760172,615.9311483502388,0.358,0.98057383,657,0.657,772.3970277911436,1000,1.0,1000.0,657,0.657,772.3970277911436,1000,1.0,1000.0,657,0.657,772.3970277911436,1000,1.0,1000.0,657,0.5846203312546716,479.71594892882905,1000,0.6735262115648764,586.7866612672806,0.47,1.4850086,670,0.67,782.4191149162674,1000,1.0,1000.0,670,0.67,782.4191149162674,1000,1.0,1000.0,670,0.67,782.4191149162674,1000,1.0,1000.0,670,0.580299613365235,470.45905762862833,1000,0.6570290528695717,571.2217510342598
width,0,4141,0.16500000000000004,0.3441687,746,0.746,838.1892001037468,1000,1.0,1000.0,746,0.746,838.1892001037468,1000,1.0,1000.0,746,0.746,838.1892001037468,1000,1.0,1000.0,746,0.6497411177160337,535.5565433446089,1000,0.7042677729002511,621.8056311607361,0.33899999999999997,0.91318923,737,0.737,831.5746537360205,1000,1.0,1000.0,737,0.737,831.5746537360205,1000,1.0,1000.0,737,0.737,831.5746537360205,1000,1.0,1000.0,737,0.640625162668759,534.7771269870166,1000,0.7127624538925694,629.711696088314,0.362,1.1114879,732,0.732,827.4689781249538,1000,1.0,1000.0,732,0.732,827.4689781249538,1000,1.0,1000.0,732,0.732,827.4689781249538,1000,1.0,1000.0,732,0.632903846717709,517.9379498021552,1000,0.687427932435822,600.3235455155373,0.516,1.7009358,726,0.726,827.6220754003953,1000,1.0,1000.0,726,0.726,827.6220754003953,1000,1.0,1000.0,726,0.726,827.6220754003953,1000,1.0,1000.0,726,0.6136703511076523,500.4867652435984,1000,0.6748318151666156,583.0200638175011
width,0,4367,0.18100000000000005,0.37189192,746,0.746,837.5888032572914,1000,1.0,1000.0,746,0.746,837.5888032572914,1000,1.0,1000.0,746,0.746,837.5888032572914,1000,1.0,1000.0,746,0.6340593689193537,518.0589653842967,1000,0.6970004017032986,615.6481199264526,0.344,1.0094273,719,0.719,821.4503987868707,1000,1.0,1000.0,719,0.719,821.4503987868707,1000,1.0,1000.0,719,0.719,821.4503987868707,1000,1.0,1000.0,719,0.6254628538390342,515.2898913945126,1000,0.7005505716523388,623.4314942955971,0.373,1.204573,709,0.709,814.0362638795345,1000,1.0,1000.0,709,0.709,814.0362638795345,1000,1.0,1000.0,709,0.709,814.0362638795345,1000,1.0,1000.0,709,0.6241681404259792,505.0024723502751,1000,0.6801783109296676,597.0589143633842,0.505,1.80127,732,0.732,830.7513325034986,1000,1.0,1000.0,732,0.732,830.7513325034986,1000,1.0,1000.0,732,0.732,830.7513325034986,1000,1.0,1000.0,732,0.6144437524948376,497.5359214202445,1000,0.6692476111589611,583.3975132107735
width,0,4599,0.17300000000000004,0.35697585,728,0.728,827.6244858479297,1000,1.0,1000.0,728,0.728,827.6244858479297,1000,1.0,1000.0,728,0.728,827.6244858479297,1000,1.0,1000.0,728,0.6374642725788855,525.1487010506672,1000,0.7038082568397666,623.3506790995598,0.31000000000000005,1.1251175,744,0.744,835.2666611868457,1000,1.0,1000.0,744,0.744,835.2666611868457,1000,1.0,1000.0,744,0.744,835.2666611868457,1000,1.0,1000.0,744,0.6364768148012554,529.527737120721,1000,0.7109189548259223,629.770406126976,0.353,1.3711499,751,0.751,840.6103224269359,1000,1.0,1000.0,751,0.751,840.6103224269359,1000,1.0,1000.0,751,0.751,840.6103224269359,1000,1.0,1000.0,751,0.6282323614688754,515.1766723040155,1000,0.687382226012699,595.6628863811493,0.492,2.2907453,732,0.732,828.3766819465257,1000,1.0,1000.0,732,0.732,828.3766819465257,1000,1.0,1000.0,732,0.732,828.3766819465257,1000,1.0,1000.0,732,0.6220047692285549,514.2616620120637,1000,0.6894185680228158,601.8287650346756
width,0,4837,0.16100000000000003,0.34864286,776,0.776,859.6575104036531,1000,1.0,1000.0,776,0.776,859.6575104036531,1000,1.0,1000.0,776,0.776,859.6575104036531,1000,1.0,1000.0,776,0.6671293743334753,547.0801475081793,1000,0.701829671542388,623.5385817885399,0.32499999999999996,0.8825136,771,0.771,857.0669706231952,1000,1.0,1000.0,771,0.771,857.0669706231952,1000,1.0,1000.0,771,0.771,857.0669706231952,1000,1.0,1000.0,771,0.6706323248380566,553.7196924076319,1000,0.7138604009202405,633.8240905404091,0.364,1.0796782,773,0.773,858.2819679871689,1000,1.0,1000.0,773,0.773,858.2819679871689,1000,1.0,1000.0,773,0.773,858.2819679871689,1000,1.0,1000.0,773,0.6493252595941268,528.2519421543385,1000,0.6867067443430512,599.9844274520874,0.486,1.7198192,759,0.759,848.6275625239583,1000,1.0,1000.0,759,0.759,848.6275625239583,1000,1.0,1000.0,759,0.759,848.6275625239583,1000,1.0,1000.0,759,0.6377699069724243,513.9403788257126,1000,0.6746824782205195,588.6934841871262
width,0,5081,0.17600000000000005,0.36288682,772,0.772,856.5378584162286,1000,1.0,1000.0,772,0.772,856.5378584162286,1000,1.0,1000.0,772,0.772,856.5378584162286,1000,1.0,1000.0,772,0.6813841610090704,566.72932787858,1000,0.7242324595835291,651.9428355693817,0.33299999999999996,0.92465127,794,0.794,870.0538263123047,1000,1.0,1000.0,794,0.794,870.0538263123047,1000,1.0,1000.0,794,0.794,870.0538263123047,1000,1.0,1000.0,793,0.6959921808124542,579.6646084009532,999,0.7345527412457417,664.5046679973602,0.33299999999999996,1.0954151,747,0.747,839.5250179426862,1000,1.0,1000.0,747,0.747,839.5250179426862,1000,1.0,1000.0,747,0.747,839.5250179426862,1000,1.0,1000.0,747,0.657082922098119,544.3881275877588,1000,0.717954147329477,645.3299540877342,0.487,1.8108164,764,0.764,850.9019321188135,1000,1.0,1000.0,764,0.764,850.9019321188135,1000,1.0,1000.0,764,0.764,850.9019321188135,1000,1.0,1000.0,764,0.6722813397935233,551.9441149907789,1000,0.7106135425903405,634.9727787971497
width,0,5331,0.16400000000000003,0.31617144,809,0.809,880.0645666913131,1000,1.0,1000.0,809,0.809,880.0645666913131,1000,1.0,1000.0,809,0.809,880.0645666913131,1000,1.0,1000.0,809,0.7003612255441132,582.1222673748779,1000,0.730722121565416,647.0796002745628,0.352,1.5450019,806,0.806,879.7254015797265,1000,1.0,1000.0,806,0.806,879.7254015797265,1000,1.0,1000.0,806,0.806,879.7254015797265,1000,1.0,1000.0,806,0.7100692677282692,595.9148668567104,1000,0.7448594993180024,666.5429545044899,0.361,1.6810112,812,0.812,883.2268608178008,1000,1.0,1000.0,812,0.812,883.2268608178008,1000,1.0,1000.0,812,0.812,883.2268608178008,1000,1.0,1000.0,812,0.7037648855965112,584.2551643851195,1000,0.7259583724071483,644.169426202774,0.488,2.323871,809,0.809,881.079239140318,1000,1.0,1000.0,809,0.809,881.079239140318,1000,1.0,1000.0,809,0.809,881.079239140318,1000,1.0,1000.0,809,0.7084892897174366,589.4073869464678,1000,0.7258393285940934,645.1536218523979
width,0,5587,0.127,0.2817543,807,0.807,880.2148020544296,1000,1.0,1000.0,807,0.807,880.2148020544296,1000,1.0,1000.0,807,0.807,880.2148020544296,1000,1.0,1000.0,807,0.7248001996119179,618.092814075403,1000,0.7665411758692815,700.8935993313789,0.33799999999999997,1.3943896,799,0.799,873.7587444249001,1000,1.0,1000.0,799,0.799,873.7587444249001,1000,1.0,1000.0,799,0.799,873.7587444249001,1000,1.0,1000.0,799,0.7449827090970708,635.5745465434437,1000,0.7844311774751533,722.125824034214,0.374,1.9400293,807,0.807,879.6365441513657,1000,1.0,1000.0,807,0.807,879.6365441513657,1000,1.0,1000.0,807,0.807,879.6365441513657,1000,1.0,1000.0,807,0.7291639504291909,616.1524120596824,1000,0.7573036081081349,684.5831972956657,0.525,3.5585387,831,0.831,894.6380068899567,1000,1.0,1000.0,831,0.831,894.6380068899567,1000,1.0,1000.0,831,0.831,894.6380068899567,1000,1.0,1000.0,831,0.7293439944154467,620.3558431312862,1000,0.7537676413588493,683.7815359830856
width,0,5849,0.17200000000000004,0.3636886,812,0.812,882.4621961229172,1000,1.0,1000.0,812,0.812,882.4621961229172,1000,1.0,1000.0,812,0.812,882.4621961229172,1000,1.0,1000.0,812,0.6962020640860747,582.5266600937671,1000,0.7354010534891909,655.4826201200485,0.32399999999999995,0.98897827,787,0.787,868.0855935202508,1000,1.0,1000.0,787,0.787,868.0855935202508,1000,1.0,1000.0,787,0.787,868.0855935202508,1000,1.0,1000.0,787,0.70107698483113,592.9243567034367,1000,0.7528866904539464,681.8588588237762,0.36,1.190972,792,0.792,868.239481140248,1000,1.0,1000.0,792,0.792,868.239481140248,1000,1.0,1000.0,792,0.792,868.239481140248,1000,1.0,1000.0,792,0.6943624168531513,577.2328779954713,1000,0.7331880643566943,657.3363252878189,0.52,1.8593091,803,0.803,877.6649212552435,1000,1.0,1000.0,803,0.803,877.6649212552435,1000,1.0,1000.0,803,0.803,877.6649212552435,1000,1.0,1000.0,803,0.6838890582412644,571.112928251801,1000,0.7197276761260959,645.4488700032234
width,0,6117,0.15300000000000002,0.32803693,808,0.808,881.5770947289733,1000,1.0,1000.0,808,0.808,881.5770947289733,1000,1.0,1000.0,808,0.808,881.5770947289733,1000,1.0,1000.0,808,0.6778670741123161,563.4570192774562,1000,0.7067930625198002,631.6439846754074,0.34099999999999997,1.3895497,786,0.786,867.0226825926302,1000,1.0,1000.0,786,0.786,867.0226825926302,1000,1.0,1000.0,786,0.786,867.0226825926302,1000,1.0,1000.0,786,0.6910868077133872,573.8490426724999,1000,0.7225248519765783,648.9162513613701,0.39,1.5179625,782,0.782,864.9426197930861,1000,1.0,1000.0,782,0.782,864.9426197930861,1000,1.0,1000.0,782,0.782,864.9426197930861,1000,1.0,1000.0,782,0.6744308954661635,552.1416404248642,1000,0.704753976436869,623.7704880237579,0.499,2.1899002,785,0.785,866.195495053915,1000,1.0,1000.0,785,0.785,866.195495053915,1000,1.0,1000.0,785,0.785,866.195495053915,1000,1.0,1000.0,785,0.677376284843613,558.5134348140577,1000,0.7047340060924683,630.2972254753113
